english_text,spanish_text
they ate marshmallows,comieron bombones
they ate marshmallows,ellos comieron bombones
they ate marshmallows,ellas comieron bombones
they both like sports,a los dos les gustan deportes
they bought a new car,ellos se compraron un auto nuevo
they burned some coal,ellos quemaron algún carbón
they carpool together,comparten coche
they changed the rule,ellos cambiaron la norma
they dont seem happy,no parecen felices
they dont understand,ellos no entienden
they entered the room,ellos entraron al cuarto
they exchanged hellos,intercambiaron saludos
they exchanged hellos,ellos intercambiaron saludos
they exchanged hellos,ellas intercambiaron saludos
they found each other,ellos se encontraron el uno al otro
they found him guilty,lo encontraron culpable
they ganged up on him,ellos se confabularon contra él
they had a brief date,ellos tuvieron una breve cita
they have tea at five,ellos toman el té a las cinco
they know how to swim,ellos saben nadar
they know what we did,ellos saben lo que hicimos
they like to be alone,les gusta estar solos
they like to be alone,les agrada estar solos
they loaded the truck,cargaron el camión
they look alike to me,se me parecen
they look happy today,se les ve contentos hoy
they looked very busy,parecían la mar de ocupados
they looked very busy,parecían bastante ocupados
they made fun of mary,se burlaron de mary
they made me go there,me hicieron ir allí
they must be punished,deben ser castigados
they must be punished,se les debe castigar
they never tell a lie,ellos jamás mienten
they never tell a lie,ellas no mienten nunca
they never tell a lie,ellos no mienten nunca
they refused to fight,ellos evitaron pelear
they remained friends,ellos siguieron siendo amigos
they saw us yesterday,ellos nos vieron ayer
they say it will rain,dicen que va a llover
they scorned the liar,ellos despreciaron al mentiroso
they shared the money,ellos se repartieron el dinero
they should thank tom,deberían agradecérselo a tom
they shouted for help,ellos gritaron pidiendo ayuda
they started fighting,ellos empezaron a pelear
they took it by force,ellos se lo tomaron por la fuerza
they took it by force,ellos se lo llevaron por la fuerza
they tried everything,ellos intentaron todo
they trust each other,ellos confían el uno en otro
they wash their hands,ellos se lavan las manos
they were cracking up,se estaban riendo a carcajadas
they were never alone,nunca estuvieron solos
they were shorthanded,estaban escasos de personal
they were shorthanded,estaban faltos de personal
they were very strict,ellos eran muy estrictos
they wont believe it,ellos no se lo van a creer
they wont understand,no lo van a entender
they wont understand,no lo entenderán
theyre able students,son estudiantes capaces
theyre afraid of him,le tienen miedo
theyre coming for me,vienen a por mí
theyre coming for me,ellas están viniendo por mí
theyre coming for me,ellos están viniendo por mí
theyre coming for us,vienen a por nosotros
theyre eating apples,están comiendo manzanas
theyre in the shower,ellas están en la ducha
theyre just students,solo son estudiantes
theyre normal people,son gente corriente
theyre normal people,son gente normal
theyre not criminals,no son criminales
theyre right outside,están justo afuera
theyre too dangerous,son demasiado peligrosos
theyre too dangerous,son demasiado peligrosas
theyve been arrested,han sido detenidos
think before you leap,piensa antes de saltar
think before you leap,mira bien lo que haces
think of your brother,pensá en tu hermano
thirty isnt that old,treinta años no son tantos
this bag is not small,esta mochila no es pequeña
this bag is not small,esta bolsa no es pequeña
this blouse is cotton,esta blusa es de algodón
this book is very new,este libro es muy nuevo
this contest is fixed,este concurso está arreglado
this data is outdated,este dato está obsoleto
this heater burns gas,este calentador funciona con gas
this is toms bedroom,esta es la pieza de tom
this is a chinese fan,este es un abanico chino
this is a big project,este es un gran proyecto
this is a catastrophe,esto es una catástrofe
this is a free sample,esta es una muestra gratis
this is a free sample,esta es una muestra gratuita
this is a good camera,esta es una buena cámara
this is a spotted dog,esto es un perro manchado
this is a wooden comb,es un peine de madera
this is enough for me,esto es suficiente para mí
this is extraordinary,esto es extraordinario
this is for my friend,este es para mi amigo
this is for my friend,esta es para mi amiga
this is for my friend,esto es para mi amiga
this is for my friend,este es para mi amiga
this is for my friend,esto es para mi amigo
this is how i made it,así es como lo hice
this is inappropriate,esto es inapropiado
this is my big moment,este es mi gran momento
this is my brainchild,es mi más preciada creación
this is my first time,esta es mi primera vez
this is my last offer,esta es mi última oferta
this is my red pencil,este es mi lápiz rojo
this is my star pupil,este es mi alumno estrella
this is not expensive,esto no es caro
this is not happening,esto no está pasando
this is not important,no es importante
this is not important,esto no es importante
this is not my ticket,este no es mi boleto
this is not true love,esto no es amor verdadero
this is our main goal,éste es nuestro principal objetivo
this is our only shot,es nuestra única oportunidad
this is our only shot,esta es nuestra única oportunidad
this is our only shot,no nos queda otra
this is so depressing,esto es tan deprimente
this is something new,esto es algo nuevo
this is stunning news,estas son impactantes noticias
this is stunning news,esto son imponentes noticias
this is the last game,este es el último partido
this is the last game,este es el último juego
this is the last time,ésta es la última vez
this is too expensive,¡esto es demasiado caro
this is very exciting,es muy emocionante
this is what i wanted,esto es lo que quería
this is where we live,aquí es donde vivimos
this isnt a hospital,esto no es un hospital
this isnt about them,esto no es acerca de ellos
this isnt your fault,no es culpa tuya
this isnt your house,esta no es tu casa
this made me very sad,eso me puso muy triste
this meat cuts easily,esta carne se corta con facilidad
this room is too dark,esta habitación está demasiado oscura
this room is too dark,esta habitación es demasiado oscura
this sentence is fine,esta frase está bien
this shouldnt happen,eso no debe suceder
this spoon is for tea,esta cuchara es de té
this spoon is for tea,esta cuchara es para el té
this string is strong,esta cuerda es fuerte
this textbook is good,este libro es bueno
this time ill try it,esta vez lo intentaré
this wine tastes good,este vino tiene buen gusto
this wine tastes good,este vino sabe bien
this work doesnt pay,este trabajo no paga
this works every time,esto funciona siempre
those are my children,ellos son mis hijos
those are my trousers,ésos son mis pantalones
those are their books,aquellos son los libros de ellos
those are their books,esos son sus libros
those photos are hers,esas fotos son suyas
time heals all wounds,el tiempo lo cura todo
time heals all wounds,el tiempo sana todas las heridas
time is getting short,el tiempo se hace escaso
tips are not accepted,no se aceptan propinas
to me its important,es importante para mí
to me its important,para mí es importante
today i have to study,hoy tengo que estudiar
today is october 11th,hoy es once de octubre
today is my lucky day,hoy es mi día de suerte
today is not your day,hoy no es tu día
tom acted like a baby,tom se portó como un bebé
tom almost got caught,casi lo atrapan a tomás
tom and i are friends,tom y yo somos amigos
tom and i got married,tom y yo nos casamos
tom appealed for help,tom pidió ayuda
tom appeared confused,tom parecía confundido
tom arrived on monday,tom llegó el lunes
tom arrived yesterday,tom llegó ayer
tom asked for a raise,tom pidió un aumento
tom asked me for help,tom me pidió ayuda
tom asked me to do it,tom me pidió que lo haga
tom ate lunch at home,tomás almorzó en su casa
tom ate the leftovers,tom se comió los restos
tom ate three hotdogs,tom se comió tres completos
tom attempted suicide,tom intentó suicidarse
tom became suspicious,tom se volvió sospechoso
tom begged me to come,tom me rogó que viniera
tom believes in magic,tom cree en la magia
