English,Portuguese
How much money does he have?,Quanto dinheiro ele tem?
He ran out of money.,Ele ficou sem dinheiro.
He is not ashamed of his father being poor.,Ele não tem vergonha de seu pai ser pobre.
He looks like his father.,Ele se parece com o pai.
He has lost his father's watch.,Ele perdeu o relógio do pai.
He is taller than his father.,Ele é mais alto que o pai.
He came from behind the curtain.,Ele veio de trás da cortina.
He was dumped by his girlfriend.,Ele foi deixado pela namorada.
He was accompanied by his girlfriend.,Ele estava acompanhado por sua namorada.
He was carrying an umbrella under his arm.,Ele carregava um guarda-chuva sob o braço.
He exhaled a deep breath in discouragement.,Exalou um profundo ar de desânimo.
His knees gave way.,Seus joelhos cederam.
He used to love her.,Ele a amava.
He came back from Canada.,Ele voltou do Canadá.
He married a Canadian girl.,Ele se casou com uma garota canadense.
He did a good bit of waiting.,Ele deu uma boa esperada.
His sisters as well as he are now living in Kyoto.,"As irmãs dele, assim como ele, estão morando agora em Kyoto."
He narrowly escaped the disaster.,Ele escapou por pouco do desastre.
He doesn't know how to play the guitar.,Ele não sabe tocar violão.
I have three dogs.,Eu tenho três cachorros.
No doubt he will come.,Sem dúvida que ele virá.
He is sure to come.,Com certeza ele vem.
He came as lately as yesterday.,Ele veio tão tarde quanto ontem.
He was driven to the last extremity.,Ele foi levado ao ponto mais extremo possível.
He turned Christian.,Ele se tornou Cristão.
He scratched his arm with the nail.,Ele arranhou o braço no prego.
He shined his shoes.,Ele lustrou seus sapatos.
He filled the glass with wine.,Ele encheu o copo com vinho.
He speaks English as fluently as any student in his class.,Ele fala inglês tão fluentemente quanto qualquer estudante em sua classe.
He is as intelligent as any student in the class.,Ele é tão inteligente quanto qualquer aluno na sala.
He is taller than any other boy in his class.,Ele é mais alto que qualquer outro garoto da turma dele.
He towers above the rest of the class.,Ele é bem mais alto do que todo o resto da classe.
He is older than any other student in his class.,Ele é mais velho do que qualquer outro aluno da sua classe.
He gave me an orange in exchange for a piece of cake.,Ele me deu uma laranja em troca de um pedaço de bolo.
He never tells lies.,Ele nunca mente.
He never keeps his word.,Ele nunca mantém sua palavra.
He doesn't like coffee.,Ele não gosta de café.
He dissolved some sugar in his coffee.,Dissolveu um pouco de açúcar em seu café.
He drank a cup of coffee.,Ele bebeu uma xícara de café.
He is addicted to cocaine.,Ele é viciado em cocaína.
He's just an ordinary student.,Ele é só um estudante comum.
He had dark brown hair.,Tinha cabelo castanho escuro.
He admitted his eagerness to escape from here.,Ele admitiu sua vontade de fugir daqui.
He is said to have died here.,Diz-se que ele morreu aqui.
He is playing here.,Ele está brincando aqui.
He arrived here ten minutes early.,Ele chegou aqui dez minutos adiantado.
He promised me to come here.,Ele me prometeu vir aqui.
He is a student who I am teaching English this year.,Ele é um estudante o qual ensino inglês este ano.
He has been without employment for a month.,Ele está desempregado por um mês.
He has been the chief of his tribe for 35 years.,Ele é o chefe de sua tribo por 35 anos.
He showed me how to use this camera.,Ele me mostrou como usar sua câmera.
I don't think he has anything to do with the matter.,Eu não acho que ele tenha algo a ver com o assunto.
He does not have to do this.,Ele não tem que fazer isso.
Does he live near here?,Ele mora perto daqui?
He lives in this neighborhood.,Ele mora neste bairro.
He got used to the work.,Ele acostumou-se ao trabalho.
"He can't do this kind of work, and she can't either.","Ele não pode fazer esse tipo de trabalho, e ela também não."
He keeps this gun loaded.,Ele mantém esta arma carregada.
He entered Tokyo University this spring.,Ele ingressou na universidade de Tóquio nesta primavera.
He is fatter than when I last saw him.,Ele está mais gordo do que a última vez que o vi.
He has a few friends in this town.,Ele tem poucos amigos nessa cidade.
He wrote this fairy tale by himself.,Ele escreveu esse conto de fadas sozinho.
He lives near here.,Ele mora perto daqui.
He can come.,Ele pode vir.
He is a golfer.,Ele é jogador de golfe.
He is good at golf.,Ele é bom no golfe.
He is playing golf.,Ele está jogando golfe.
"He doesn't eat this, does he?","Ele não come isto, né?"
He saw no advantage in waiting any longer.,Ele não viu vantagem alguma em esperar mais.
He is afraid to swim.,Ele tem medo de nadar.
He likes playing soccer.,Ele gosta de jogar futebol.
He likes soccer a lot.,Ele gosta muito de futebol.
He left without saying goodbye.,Ele foi embora sem dizer adeus.
He had jeans on.,Ele usava um jeans.
He read a passage from Shakespeare.,Ele leu uma passagem de Shakespeare.
He took Jane out for dinner.,Levou Jane para jantar fora.
He often dates Mary.,"Ele, frequentemente, namora a Mary."
He is often absent from school.,Ele frequentemente falta às aulas.
He often falls in love.,Ele frequentemente se apaixona.
He is my friend whose name is Jack.,Ele é o meu amigo que se chama Jack.
He blotted his shirt with ink spots.,Ele borrou a camisa com pingos de tinta.
He had his shirt on inside out.,Ele estava com a camisa ao contrário.
He took the newspaper away from George.,Ele tomou o jornal do George.
He was constantly borrowing money from me.,Ele estava sempre pegando dinheiro emprestado de mim.
He said that he would be back soon.,Ele disse que voltaria logo.
He did not try to go to bed at once.,Ele não tentou ir para a cama imediatamente.
He got tired soon.,Ele ficou cansado logo.
He lost no time coming back.,Ele não perdeu tempo para voltar.
He will come back soon.,Ele vai voltar logo.
He was completely absorbed in the book.,Ele estava completamente penetrado no livro.
He has already gone out.,Ele já saiu.
He has already said yes.,Ele já disse sim.
He composes beautiful poems.,Ele compõe belos poemas.
He is a good athlete.,É um bom atleta.
He accelerated.,Ele acelerou.
He is said to know a lot about Spain.,Diz-se que ele saiba muitas coisas sobre a Espanha.
"He has been to Portugal, not to mention Spain.","Ele já esteve em Portugal, para não mencionar também a Espanha."
He is capable of teaching Spanish.,Ele é capaz de ensinar espanhol.
He abandoned all hope.,Ele abandonou toda esperança.
He used all available means.,Ele se utilizou de todos os meios disponíveis.
He won first prize at the spelling contest.,Ele ganhou o primeiro prêmio do concurso de soletrar.
Did he have his trousers pressed?,As calças dele foram passadas?
He will pay 20 dollars at most.,Ele vai pagar no máximo 20 dólares.
He stayed there not more than four days.,Ele ficou lá não mais do que quatro dias.
He pressed me to stay a little longer.,Ele insistiu comigo para ficar um pouco mais.
Even then he did not allow himself to be discouraged.,"Mesmo assim, ele não se deixou desanimar."
He did not say so.,Ele não disse assim.
He may have said so.,Ele pode ter dito isso.
He observed many types of creatures there.,Ele observou muitos tipos de criaturas lá.
He didn't make public what he had discovered there.,Ele não tornou público o que descobriu lá.
He is playing there.,Ele está brincando lá.
He was made to go there.,Ele foi feito para ir lá.
Didn't he go there?,Ele não foi lá?
He forgot his promise to go there.,Ele esqueceu a promessa de ir até lá.
"He went there, never to return.","Ele foi lá, nunca voltou."
He didn't go there.,Ele não foi lá.
He was reluctant to go there.,Ele estava relutante em ir lá.
He did the crossword with ease.,Ele resolveu as palavras-cruzadas com facilidade.
He spoke to her about the matter.,Ele falou com ela sobre o problema.
He thought the matter over for three days.,Ele pensou no assunto durante três dias.
He had no difficulty explaining the mystery.,Ele não teve dificuldade em explicar o mistério.
He was cheered by the good news.,Ele ficou feliz com as boas notícias.
He had a good time in the restaurant.,Ele teve um bom momento no restaurante.
He found the movie very dull.,Ele achou o filme muito besta.
He took leave of the family.,Ele deixou a família.
He is the lawful owner of the company.,Ele é o dono legal da empresa.
He succeeded his father as president of the company.,Ele sucedeu seu pai como presidente da companhia.
He paid as much as a million dollars for the painting.,Ele pagou algo como um milhão de dólares pela pintura.
He is rich enough to buy the painting.,Ele é rico o suficiente para comprar a pintura.
He stayed there all the time.,Ele ficou lá todo o tempo.
He is capable of keeping a secret when he wants to.,Ele é capaz de guardar um segredo quando quer.
He wants to participate in the contest.,Ele quer participar do concurso.
He demanded that the savage dog be kept tied up.,Ele ordenou que o cachorro selvagem continuasse preso.
He is pleased with the plan.,Ele está contente com o plano.
